person_id,cpgt_dim_1,cpgt_dim_2,cpgt_dim_3,cpgt_dim_4,cpgt_dim_5,cpgt_dim_6,cpgt_dim_7,cpgt_dim_8,cpgt_dim_9,cpgt_dim_10,cpgt_dim_11,cpgt_dim_12,cpgt_dim_13,cpgt_dim_14,cpgt_dim_15,cpgt_dim_16,cpgt_dim_17,cpgt_dim_18,cpgt_dim_19,cpgt_dim_20,cpgt_dim_21,cpgt_dim_22,cpgt_dim_23,cpgt_dim_24,cpgt_dim_25,cpgt_dim_26,cpgt_dim_27,cpgt_dim_28,cpgt_dim_29,cpgt_dim_30,cpgt_dim_31,cpgt_dim_32,cpgt_dim_33,cpgt_dim_34,cpgt_dim_35,cpgt_dim_36,cpgt_dim_37,cpgt_dim_38,cpgt_dim_39,cpgt_dim_40,cpgt_dim_41,cpgt_dim_42,cpgt_dim_43,cpgt_dim_44,cpgt_dim_45,cpgt_dim_46,cpgt_dim_47,cpgt_dim_48,cpgt_dim_49,cpgt_dim_50,cpgt_dim_51,cpgt_dim_52,cpgt_dim_53,cpgt_dim_54,cpgt_dim_55,cpgt_dim_56,cpgt_dim_57,cpgt_dim_58,cpgt_dim_59,cpgt_dim_60,cpgt_dim_61,cpgt_dim_62,cpgt_dim_63,cpgt_dim_64,measurement_date
80,-0.18558676133705143,-0.13948673383568075,0.30611502548256786,-0.07222795886554033,-0.02412938147393381,-0.46368962590785223,0.6123173015847472,-0.808021841372998,0.32784098725918015,-0.24041666462156855,-1.0652227324568617,0.06520006296754674,-0.3282372523277019,-0.26239085997219436,0.20145842966908126,-0.6209029617477259,-0.6314361593275506,-0.3566019269679416,-0.4767499356966742,0.16577491626727953,-0.31649918466174637,0.5543365391502666,0.1376663303231975,-0.15077775649676614,0.3196032470909011,0.4498469095207679,0.550378640476722,-0.29823151976571827,-0.9941931506158216,-0.10918793489942591,0.8520779906142194,0.5086205948802682,0.12591077345784707,1.1214314363066555,-0.12202558813245631,-0.8000352358038068,-0.41487156593106406,0.051637002809950976,0.037346743448639176,-0.20495563388386598,0.00652346262002217,0.3749457661571409,-0.3251962917141459,0.1804704644984938,0.4955883282657726,-0.05404586346141691,0.5992006273998467,-0.7006662135901944,-0.8331753775477332,0.23111695932937668,0.2796471756690234,1.8477854190804832,0.22193319133381562,0.18399234054524963,0.2237967054797225,-0.6447263589886684,0.11746882049820083,-0.8220499940710312,-0.1845867144031506,-0.4929163100054301,0.1016484949478293,-0.13251226512641356,-0.8869585383991343,-0.3051201517787672,2020-04-01
19,-0.4920179322842659,0.40435464563803314,0.8471663309123703,0.4357305693140302,-0.6487034184593864,0.7764636241475443,-0.24915520861246526,0.711960363694311,0.8800141058025395,-0.05372485666108667,-1.066667307662264,-0.454039783503627,-0.4982886372839867,-0.6128864438866605,-0.2731621936997533,0.860423974544828,1.1642224449343224,0.13205947922540912,0.4522696417653094,-0.11050184787229711,0.6086548125438804,0.8014222235683559,-0.14633788801709927,-0.29267269574825283,0.7436569791738182,-0.4263363490661575,0.34683940707778493,-0.10535970002030945,-0.17093130841947296,0.0026605789509684275,-0.5668026215172433,0.09454216614324366,0.2621971159877333,0.014364063682778708,-0.7965415988669492,0.11784024201873934,0.8602367648139855,-0.26627847651295455,0.0643788614766699,-0.4205199608093138,-0.4678022382168821,0.6746145109401831,-1.0486304747806137,0.5265814354363545,0.1745215400713525,0.628308190956027,-0.856286366238585,-0.34577502325435655,0.12383967366106073,-0.21178912880560072,0.2504985442433502,-0.4347489218395417,0.3929627891284523,0.2869424902865431,-0.5344984832922078,0.060042562708552814,0.6238952311808007,-0.549384981105343,0.23778726918206694,0.5231606936050958,-1.7189085440305083,0.2837647850275746,-0.49684411656085997,0.0027884427796772133,2020-04-02
1,0.22498963159813462,0.35257486186428005,0.3496414614649147,-0.4697162825825875,-0.19602067404149495,-0.6329924555564291,0.17679087601744334,-0.19511305747475075,-0.5109862237117715,0.485262319129824,0.5285623404134919,-0.4547442802198051,0.7118048673477342,0.2091666320489188,-0.6492472806974797,-0.14696618369710532,0.4487459224241114,0.47785624018374506,0.36538845895512345,0.04469407372154466,0.5586611370847745,-0.5034675606375342,0.46531929629142416,-0.26993259070692327,-0.05365385633539289,-0.2827788423387793,0.15908038010190903,-0.12373004750493484,0.07482053437849254,0.2042435731134862,-0.20725868178252196,-0.5629866374334381,0.6076015943994059,-0.2682328083826562,-0.28253663450776484,0.2656297809308148,-0.26027972842261315,-1.1715743811363515,0.31618734717108576,-1.0684602642018295,-0.3398334422167274,-0.3282335545371773,-0.37900494106012683,0.5741655324435743,-0.3029526189378979,-0.48695790328850175,-0.4006435628717296,0.056305437667732466,-0.1940174889820732,-0.18506252212048063,-1.0671209221655296,-0.18420939261801578,0.27893547329815627,-0.18072813552627423,-0.07696400855899198,0.24368454452132823,0.18432709003107764,-0.1490189594023194,0.18361443694073967,-0.07034825002865149,-0.5618106020032988,-0.18093993680275894,-0.3814880042212198,0.20518053591182478,2020-04-03
98,0.15896872456107877,0.01179507986779804,0.2621337180388191,-0.6055095766657,-0.03150819339292571,0.3776917290496641,0.18768035658091609,-0.42334882791121947,-0.13650515281586503,0.07279825469881651,-0.42187129199909695,0.7157970997661507,-0.02835613411611717,0.037939170436221435,0.04288344550600551,-0.33389362201417266,-0.5789935111723977,0.49475793108825256,0.6066491299264933,0.020070829107824397,-0.2184360976028953,0.4897069168230158,0.5422431270099548,0.23923990615881738,-0.14936915174427173,0.24668104107212369,-1.0903684862616652,-0.14697360188938383,0.17494528763951125,-0.7377583053503363,-0.2641433556671529,-0.09599958360884948,-0.23439792543402793,-0.3546239145879636,0.5669791183544045,0.047453404285847156,-0.7207623847357142,-0.3735737835656154,-0.06762394129743825,-1.085964773196612,-0.11025259880812277,0.07353332992833768,0.10354881304913612,0.08412986844076292,-0.1361493089560257,0.5309875913330043,-0.11971898475210772,-1.175425069040013,-0.18791431609104278,-0.13660740822958994,-0.5272762404378377,0.7591690443140032,0.06747574523728879,-0.12449152744548803,0.6014076319705366,-0.8606147597101158,-0.5955702041432168,-1.387018023095762,1.0085819667761862,0.4871262683197416,0.48620293341651977,0.9620436034296628,0.3047863910051577,-0.9260936385337809,2020-04-04
44,0.07777343607389309,-0.9986000813672684,-0.4256124206858183,0.805736490824718,0.28192659544302817,0.08378763895052223,0.1541074355615212,-0.2282227815975026,0.407532416498324,-0.3045470029922903,0.5358640493283476,-0.09628110573480111,-0.15749340331324072,-1.0176545228120022,0.38734909287516367,1.5741176241279962,-0.5449628767635765,0.8478858112128258,-0.4815443154062338,-0.13612680201323812,0.10852682487897307,0.772731116200123,-0.5589871476845463,0.4475158707141004,-0.47466252418934474,0.06396618193516909,0.6916383084717727,-0.026305106810356742,0.2872630614092864,-0.23763757385064377,-0.3717962198263229,-0.39081412063945753,-0.0041626838130338776,0.617234116227974,-1.1902293879178487,-0.8191418796120078,0.19257345601893203,0.21033344451400537,-0.3567288133804419,0.6133404350553425,-0.24380007762979578,-0.022775673973372237,-0.4698014003364892,0.6163811767845441,0.03566969211341688,-0.6387003026455761,-0.2492557256932142,-0.8200345058174984,0.17665185589236812,0.2897361038880171,-0.47591772322141396,0.9208214928633571,-1.1072228348786834,0.22622705852801364,-0.590433900361067,-0.4035641713321911,-0.3899195648769103,0.47472842646578123,0.31293474580728214,0.017147811662684777,-0.11725244853777056,-0.07011466779810162,-0.19852838195180822,0.4023914700505928,2020-04-05
40,0.03373835714020496,0.2751231292107169,-0.12802277525400307,-0.27928649993580534,0.6028355509786478,0.07799122001883117,-0.3321855067909899,0.22009320104871546,0.057741066076581395,0.5550829371126413,-0.4619789305841995,-0.3512246242803447,-0.23967283437795342,-0.08692293677672092,0.8427085868344193,-0.137345966971728,0.6154137464678373,-0.2526430255320657,0.11586613552113827,0.6428811959392488,-0.33220644726779847,0.08427810301143575,-0.373124711165177,0.14653763040560933,1.3705691146002477,-0.6027736580230584,0.3517241390598264,-0.8187903040102267,0.2985694780665231,0.6702934544012035,-0.5678887609351365,0.08604574252780778,0.34393256357962526,0.11047685565542231,-0.19087128026041675,0.3597495178221716,-0.2698066639594378,-0.0054152660890405,0.19332107606879675,0.35868789272858537,0.28092888052938647,-0.7568067304473903,0.5526223697687493,-0.5165246933058395,-0.6720058606349654,0.2555399249471755,0.4633289735313091,-0.6237310480555959,0.07389727553767816,-0.5331466470490193,0.09458471407929975,-0.5862073520811932,0.11660788238372792,0.13506583450985205,0.22524757089591027,0.49468050087672555,-0.9535599333898795,-0.5961920345219208,0.5646594375609634,0.9595195086183905,0.13793573104842732,0.6566568827468314,-0.21504083951847033,-0.655454495433834,2020-04-06
46,0.03212265885274465,0.04448544628498964,0.24073546787069816,0.04874966843083398,-0.9533699444211795,0.6170073625391016,0.9080756901645433,-0.6415984033953316,-0.29188227053329563,-0.2577277052088985,-0.5180408282450429,0.10056070823743092,0.3680044283093994,0.4145681384693292,0.3830720361788787,0.15000213749843713,-0.33793665821506663,-0.1949525616106566,-0.8852435655128742,-0.6501305094506812,-0.001710797867751919,-0.29956472309771204,-0.2425374070578551,0.09355231424492702,-0.23415562181580624,0.4517205968215131,-0.18947805245423466,0.6249770417563973,0.11791495480282241,0.188662732183998,-0.09183456475280635,0.12548223098909292,-0.10526309445057083,0.08790235726176884,-0.23340470866139837,-0.08592804469477876,0.18265376410647594,-1.1884911524792978,0.7592252335295777,-0.3206257785202461,0.17135524706716213,-0.2335110099153705,0.1704308761680356,0.07503147203902022,-0.7325185201914175,-0.5510000571786906,0.1988355522048777,-0.66464171843478,-0.9765566929105165,-0.10369545597953843,0.49288189184957726,-0.30213016339945387,0.2910279036905262,0.7583222284629854,-0.31106840446064477,-0.39982673621159115,0.3235667933041857,0.9106010460751377,0.7215002799241351,0.18390059934763053,0.39966472358466004,0.2177198795035703,-0.6977315821185198,-0.1729388966442712,2020-04-07
11,0.4448319868730263,-0.0885491660602324,0.8264334266444874,-0.2792042829933681,-1.1050899690448097,0.7946465295884759,0.10403131825374534,-0.10542219176312224,0.5978024374319693,-0.3273040798578031,0.17631219909432308,-0.05056647397122579,0.04698348757577433,0.6960826578137537,-0.6386313861456041,0.5122069974953666,-0.12991148794533855,0.10903694817626008,-0.5751243544780396,-0.33068800590390257,-0.20500191103462836,-0.4800126879900883,-0.5751182887231492,0.05988903747341544,0.511134981044444,0.5259333570602918,-0.44013822860786006,0.3521460624338563,0.2698987649948158,0.8276429008855817,0.1305892255330401,-0.21012729603101452,0.1357523055833181,0.1237478260008847,-0.01956749370179198,0.0716281460899297,-0.22193276838096643,-0.2524238622607692,-0.4343179419982393,-0.27144811893705323,-0.10851922219995139,-1.1155865334259092,-0.4772375874450334,-0.6421096614384436,0.6688906844789502,-0.23958480653784242,0.13235076370175333,0.19236395711082077,0.32282882212618635,0.3360818243064637,-0.6462989378855526,0.1773858363198693,0.9703327780049558,1.0591040799556173,-0.24502930556212116,-0.08519147069043637,0.012675558211523883,-0.05415060741967221,0.8548159627065575,0.4535893574787332,0.12757029720641513,0.1825186223705965,-0.45046805804697904,-0.11482694861427223,2020-04-08
100,-0.4228871255572127,0.1276109029523049,-0.24220426323419994,-0.6054103235710625,-0.20294562492858711,-0.14211950787444164,-0.8454340472219366,0.21167330814941368,0.2780581113652399,0.0701136528556937,0.7395197738937829,-0.14685833143429528,-0.293645873894409,0.386585406349752,0.0771259066083403,-0.014410001867069342,0.5679453241486988,-0.940580391205106,0.021328559437399915,-0.36479449814396886,0.24500443835201058,-0.4846657159300773,-0.6004130806658469,0.4063349480574018,0.3017284266053593,0.8076522872924649,0.055474473334638695,-0.19521454628711213,0.2683166635865669,0.3653942851327865,-0.18609374405957557,-0.48301941312961555,0.7409442094150596,0.7658571887338309,0.6883600114957606,0.6447385612408855,-0.18541709517017185,0.8889535946577963,-0.10078650369097515,0.18621852252486662,-0.14689370728541115,-0.27907817164128995,0.9069155285543633,-0.7606488393806589,0.9227660125678105,0.14916117707860724,-0.32869563598507584,0.16018983487857585,0.19815484440469322,0.8236530012078181,0.768522544205457,-0.516569748842571,0.33916795729683485,-0.8875698126417557,0.17560985749336172,-0.9674524248416541,-0.5847441605682894,0.4914982377206227,-0.01119503950685062,-0.13484168998254412,-0.023526548149262853,-0.6506673735599356,0.8623544605431147,0.6255885791179375,2020-04-09
66,-0.588988197710037,-0.055326541595835804,-0.07141333732363839,0.38301805831427566,0.06125014211826386,-0.8763957948990571,0.6798812697212568,0.7099155070998816,0.10601623526759163,-0.5994719862969601,0.22017355768372798,1.1362029638114013,0.20485410328064085,-0.34409020338576174,0.31804937356177715,-0.313319020618505,0.33045167839105566,-0.09970940275922682,-1.2870080493188454,0.4473613922036561,0.428279121229581,0.6973229737575999,0.5345819789238065,-0.43751464366541887,-0.8887953623806273,-0.31683028127175866,-0.2364682755087937,0.1176872349053905,-0.8276200536783532,-0.4387068957077447,0.1325183644682201,-0.16166173358861355,-0.5182178604742077,-0.9854096633940598,0.606459168872296,0.4721513221673561,1.155575051572797,-0.4560187525536759,-0.3641303118763264,0.1301866171979966,-0.35405292633646535,0.2775412249768886,-0.8055367107738752,-0.07910110631819907,0.7278122992212974,1.0546002731942263,-0.015404816488452678,0.35426794727395433,0.1697177125317001,-0.0745236596331049,-0.16333267367972537,-0.5143102510269316,0.002662591333904122,0.8645603814663186,-0.14848866781697312,0.7389460522008595,-0.5015764224959102,0.3263231898122588,-0.3996255159665648,0.17733037678063324,-0.1173907060635771,-0.7691940929141587,-0.31357504043272766,-0.3046621165831674,2020-04-10
