person_id,methylgpt_dim_1,methylgpt_dim_2,methylgpt_dim_3,methylgpt_dim_4,methylgpt_dim_5,methylgpt_dim_6,methylgpt_dim_7,methylgpt_dim_8,methylgpt_dim_9,methylgpt_dim_10,methylgpt_dim_11,methylgpt_dim_12,methylgpt_dim_13,methylgpt_dim_14,methylgpt_dim_15,methylgpt_dim_16,methylgpt_dim_17,methylgpt_dim_18,methylgpt_dim_19,methylgpt_dim_20,methylgpt_dim_21,methylgpt_dim_22,methylgpt_dim_23,methylgpt_dim_24,methylgpt_dim_25,methylgpt_dim_26,methylgpt_dim_27,methylgpt_dim_28,methylgpt_dim_29,methylgpt_dim_30,methylgpt_dim_31,methylgpt_dim_32,methylgpt_dim_33,methylgpt_dim_34,methylgpt_dim_35,methylgpt_dim_36,methylgpt_dim_37,methylgpt_dim_38,methylgpt_dim_39,methylgpt_dim_40,methylgpt_dim_41,methylgpt_dim_42,methylgpt_dim_43,methylgpt_dim_44,methylgpt_dim_45,methylgpt_dim_46,methylgpt_dim_47,methylgpt_dim_48,measurement_date
65,0.9688434311829746,-0.44608302101182423,0.8358954883416899,0.1647418101103121,0.7506661659639152,0.5779377532053056,-0.354200229101166,0.8883599040437508,-0.6223301667326377,0.2223566818147316,1.1820498041127458,0.2567820370272287,-0.4527065580268727,-0.3865450868955411,-0.03109352166663174,0.33035797554050844,0.8411579607232151,-0.48256424546296495,-0.8001209315190542,-0.5502620582591946,-0.20132030114019386,-0.5846426642587991,0.4199082527634377,-0.6704059653228246,-0.8019376258393272,-0.2286141464177175,-0.32148114411270545,0.7490068842767511,-0.1374970508879215,-0.38359066262596564,-0.24001646952662456,-0.092696810105092,0.542267668084117,-0.3724019863515406,0.01525228201576054,-0.11356122421681518,0.25578821044447064,0.17851417236109582,-0.003044857673147764,-0.28808310313319213,-0.08382839200778805,0.8309738928034047,0.18961758485626318,-0.18263336200445882,-0.5876809115982046,0.09023318257247635,0.6745260644720933,0.17385717811653634,2020-05-01
83,-0.30215255661991386,0.29282127691905224,0.4599580969290653,-0.8021826810149255,0.43031799011840893,-0.13626944039025443,0.058338358429447894,0.6820441056938868,-0.08300954104026369,-0.6922974791126254,-0.24250156810945125,0.310689787731197,-0.36554865553644855,-0.9257108663469189,0.24501444712699497,0.024001960502027356,-0.3224780960692315,-0.7268374920923698,0.6558552787909938,0.4101818947219317,0.56877142688767,-0.12143071016480705,0.24033643499132387,-0.2710209565883778,-0.23877157550330375,0.719036811035682,-0.30673820838757987,-0.7673751039021144,-0.7641879440214284,-0.21350379473322742,-0.2941810901012561,-0.19304603759045252,0.41848184649988773,-0.6944527879751171,0.4459403601485849,1.2144504362919466,-0.6219428257053419,0.22717730271729963,0.22084862646504697,0.7409321264825025,-0.20080869681131164,0.05452567044678826,-0.0730981909492645,-0.890386968017117,-0.8160882782290285,-0.34574571859139747,0.804258016067494,-0.6426391157109114,2020-05-02
74,-0.25624096326774976,-0.6542951855711451,-0.17801128951785422,0.03857166759714098,0.8702312227234615,0.33864317650468884,1.0456020860178104,0.07634609561478212,-0.3791292116321126,0.265911216898811,-0.18848529280062282,0.4409002265695834,-0.5204542254932935,0.5036665967597659,0.3644647270981506,0.41112320232335037,0.12490836343387345,-0.19128471554063756,-0.6033053507980916,-0.3427187863271892,0.02509604523158991,0.5166759865072044,0.33237477165679996,0.03801856533208308,-0.03798975813070817,0.32910791492271846,0.78200964638256,-0.6908358396630505,0.09518227780678205,-0.6838611770644879,-0.7295391838222476,-0.013083262346672083,0.5384808602365888,-0.8076275470266171,-0.469963446521604,0.30250253382120995,0.4402667051520703,0.0848781360421896,-0.1602698444984301,-0.0641273521488439,-0.24609561315112974,0.07885106051835972,-0.3119993380431147,-0.2817830850554456,-0.17254039620043685,-0.4046237672157577,-0.011526282205808548,0.35618106673506483,2020-05-03
72,-0.42653190804829894,-1.0174894023954137,-0.2264576337198899,0.058646584674419765,-0.2846940395158648,0.62416355971537,-0.31910115144570556,0.6797311799012908,-0.18977467441149193,-0.4406054514280067,-0.46211883332143633,0.04498912740724166,-0.2949990910257079,0.4448280099861232,-0.8328946066012158,0.5311819810973638,-0.17737414123274153,-0.313682146064564,-0.40810734795544334,-0.18191160186794672,-1.1645939257177476,-0.5826283754953621,-0.21944840317467487,0.03431708731529399,-0.030593955305062717,0.339819427704206,-0.3929675850227757,0.35772995235971256,0.5570753896593093,0.7139988901062321,-0.09849120007988629,-0.2726261435082171,0.25878825151613444,0.34190193451578893,-0.1961500090343055,0.6551872661955269,-0.37631638063627676,1.2401306531288177,0.7189205307893212,-0.04666263068776305,0.3911577907715034,-0.4644550091327557,-0.0241864868919613,-0.30623292050681766,-0.16199973330991965,0.0044168500509651695,0.5478785843873556,-0.10562668045908925,2020-05-04
27,0.6727497782369154,-0.5205038064164689,-0.8087158689068786,-0.4685666981221234,-0.16355407369824432,-0.11533527293049319,-0.6543092439899916,-0.33879911910030547,0.3358074066038847,0.2702646749149721,-0.3704704029184165,-0.3051231580583251,0.3012449121104148,0.08712985866046856,-0.2731618546002149,-0.3596009245311258,-0.33020840296740267,1.083699607891302,-0.19821320137507523,-0.3146447581782444,0.23855093622912485,0.22532644432123589,-0.0020541645569411206,0.4132433098476237,-0.908703565728799,-0.7729532696486023,-0.15429468388720524,0.7295332600274738,-0.41830252792919037,0.030054834465420746,0.28166826543543605,-0.49447616631546026,-0.05462094923266337,-0.10411765559079515,-0.844091022738106,-0.3429926019199217,0.010410194524733333,-0.04539031054495483,-0.38104546073570794,0.37805781428550667,0.03161108258543802,-0.08062472880107255,0.043969810773567625,0.24774949985719102,0.975726115464463,1.006470152103871,-0.3304752746740327,0.12148687085538597,2020-05-05
45,-0.0019712224337353097,0.307501147417061,0.08835811944957526,0.10403395421088785,-0.17823433573904943,1.1633850483953783,0.15666299652092258,-0.48146036931497355,-0.6535966589750956,0.9928070685578929,-0.002615193146323992,-0.1562784432574639,-0.03578676139292787,0.6292284293762056,-0.024942186197687816,0.5181000359221781,0.7832545279584927,-0.23348550650949357,0.4413913785228065,0.314049499486743,0.49075459896405615,0.731164160531846,1.0652951565930402,0.2232639342252302,0.4097143732604492,0.08328292862917869,0.008599441987532166,0.5105073386614347,0.5090376861104707,0.867740304665933,0.9830530208993452,-0.8780652905879432,0.21426153046743202,0.06240933109230789,0.29898286892718295,-0.2624546837997764,1.2952892775215439,0.7908188153820938,0.33528501762353635,0.004461386151915001,-0.3472893674691315,-0.5037696369380364,-0.28066817292137014,0.0017172665877714071,0.3520524558741632,-0.5532541389470836,-0.6711195165263797,0.14786356479090249,2020-05-06
57,-0.11433895543415436,0.2079206862082631,-0.23189254593812217,-0.09825219756058229,0.40726866295489933,0.4085180382952154,-0.05589225251067353,0.01509557464930637,-0.34574835383064323,0.6624665041221443,1.170706376761729,-0.2611084010316436,0.050065791879227696,-0.10057080769758384,-0.10483938325395874,0.2545582060996429,0.482912555181345,0.14207372905584809,-0.12440724137584759,-0.5874242435149766,-0.4380458541968771,-0.28749632503158906,-0.08679693811141428,-0.37326361984835116,0.12465140920524832,-0.7076977516144077,0.6253450110685919,-0.406836983582761,-0.8974488648463287,-0.03700148972152752,-0.19553148416023247,-0.24840952857367213,0.0010067030628653558,-0.16496167783312543,-0.272416632186486,0.30872071926075706,0.31890160138860923,-0.12271793526288376,-0.16709712235033308,-0.10660183028804801,-0.499805819716022,0.28093741086562113,0.16449540950863467,-0.4151320732598931,0.9046749567730107,-0.29408602216198104,0.4440463640794223,-0.041260178270610334,2020-05-07
42,0.32917328569293564,0.1477276851871317,-0.5365570918143124,0.05311474558186247,-0.6487547575781558,0.1049791838769769,0.9558091633943886,-0.4639739652359395,-0.3304770800436221,-0.5419224923884776,0.7201612032123924,-0.13049855332614618,0.08480075246351053,0.04656122762946016,0.7843243132212745,-0.8875035675342176,0.6651103905745192,-0.4436790500632863,-0.02292099406577738,0.5866560155139765,0.8863011689149611,0.2854025548469404,0.3639618315657856,0.5216835153046915,-0.20196897977139552,0.10697256486570175,-0.5355070454334769,0.24820408837166785,0.616830070883671,-0.3776915783829968,0.3646883691288446,-0.276536997762365,0.3554354544046361,0.18917628855960716,0.21885696984841735,0.03707985655668593,-0.6675268892848428,-0.4900243986263397,0.07504033070573857,-0.5467395476031487,-0.5175911085173516,-0.07326543751739585,-0.2542950314849323,-0.609104397064331,0.5329661494424583,0.14998996818730187,-0.05545587359856078,-0.3410604268435396,2020-05-08
25,0.025035341549813222,-1.0546709892741803,-0.18902765983752862,-0.6987363415729342,-0.23129796080076545,0.021853206176513044,-0.600879669048698,0.94858207402652,-0.1474389711565468,0.3481984783509062,-0.36818212479013335,0.11144743135468721,-0.20417449714900446,0.6329985261639054,-0.4617313511641532,-0.08949915989048252,-0.2371396429297045,-0.3789101173531084,-0.8009409503824675,0.7444589045185656,-0.37743923303863114,-0.4061009720738548,0.20821909354583087,0.21554564420765004,1.5928969690017905,0.24873231039329452,-0.1954011634822038,-0.14861328453074424,0.3430690865591607,0.3354925973052334,0.10946878020477636,0.04792976566806861,0.04513164696908637,0.017714530576490264,-0.09075834433143572,-0.3341414117705639,-0.2529624897798203,0.37035791937283313,-0.2610449192762893,-0.1926364826133014,0.30136650515841507,-0.25417540792567095,0.7027158689488597,-0.019021691243164794,-0.013716456569701291,0.7529431022122458,0.02777329707102691,0.12751800793261697,2020-05-09
82,0.18720046334033225,-0.5380979674629816,-0.5198356543196344,0.47221985374757286,0.1152701662777666,-0.9400731927473756,0.4159375452763913,-0.16394364291855396,0.1492972219222718,-0.41567641623011475,0.9447515188233521,-0.0484166333986746,-0.164154569596671,-0.5958658345799924,0.3730760782835097,-1.2481114521475285,0.695450000891775,-0.043147746212029756,-0.4999191037974213,-0.22610683679658247,-0.5877108513802382,-0.14492028893717326,0.12248201647593965,0.3388556029948999,-0.1997047081765425,-0.4969686913690867,-0.9522258834084089,-0.7169993783875955,0.7064371301887182,0.20955735109416082,-0.5658896699793848,0.833608076403857,-0.0584743023948404,-0.04225626889508883,-0.47841858827987876,0.5679706216061107,0.18905019123200656,0.44241799914633717,-0.2713070817002932,0.46517062217469596,0.15155131472945027,-0.2835433937760863,0.0181443795905865,-1.0015942027632307,-0.14690650899132082,0.5055216884638817,-0.7420194295371948,-0.06181080239747284,2020-05-10
34,0.3141028439691844,-0.42483161308152845,0.20661186606612142,-0.28797536831789283,-0.39030673090338197,0.5871922802419715,-0.14491735698617833,-0.5855080486861327,0.5828877951106514,-0.07429473199052655,0.32068477135548196,-0.014727138270243224,0.7225794066537155,-0.036538092764763844,-0.6644523340295759,0.23610806659106132,0.5322381048651326,0.38555050262951346,0.28007303586274507,0.02249797303106245,0.3268478397811481,0.1944623121760858,0.3786763094399009,-0.03747895081670038,-0.05761561198321233,0.22223610856026332,0.3322796232963315,-0.09644697057176414,0.4940568616806838,-0.05345964400977565,0.13821909011011435,0.43182588899039914,-0.30621645125792335,0.21093845548690468,-0.2637262215144716,0.06249241527486639,-0.1541214074823868,0.17786880309674416,0.8025296419710171,-0.5364608957850815,-1.2392690211807245,-0.6190055127999775,0.44662205448026787,-0.26851638325853355,0.1361129010776426,0.29120675162497445,-0.03768468591498613,-0.6621530492854881,2020-05-11
62,0.05839457000939378,0.7682449927035081,0.14070362757246957,-0.24768393364709893,0.492224894806078,-1.0821000577244275,0.739266923848589,0.13055957349183547,-0.10809302293080428,-0.05915404345735202,0.16109779132730456,0.22809038078393096,0.6047371573908404,-0.6371770961837299,-0.5816090090347295,-0.3814587616814562,-0.32736022973055506,0.24062688179734718,-0.04650128184120775,0.6621007536221554,0.9049776197596962,0.7430383823059573,-0.16023189551429998,0.11807278279525883,-0.5705475256317862,0.21690362481153422,0.20252473199496335,-0.513780264239212,0.028044384278976313,-0.5358238632988287,0.028898833007180404,-0.010579537020371113,0.33378405712467313,-0.6685799239109833,-0.5949271579827923,-0.35096860200307906,0.09660994691689793,0.09669635349161312,0.6572473484591644,-0.22115686009437854,0.18202925691016522,0.6352473195695967,-0.2785870624926007,0.5172770330243752,0.648047006608892,-0.9389197167123094,0.1514998616080263,0.5355806133128879,2020-05-12
77,1.0331694297231162,0.20497447699515073,0.16377400138642165,0.33228582152310354,0.6896793090953667,-0.3364557472507959,0.20187520042541873,-0.09891878656151899,-0.1396781124333297,0.37293241903011726,0.3012543260368949,-0.639034244628487,-0.48178377208409495,-0.2364746606585707,-0.23174524773053792,-0.5947866272472802,0.8454190791489167,-0.15122288428554206,0.07151773698621829,0.4689615454988035,-0.39900904314588015,-0.23345022511149616,-0.48926671176067715,-0.2036051185883064,0.41934820385277327,0.15122404596456526,0.6331938507472945,-0.22061452232310894,0.514823045232711,-0.36603511826504725,0.9741251024420596,0.2015362692127303,-0.48792244822580494,-0.052686162524257195,0.056338428673906135,0.4963312283215665,0.31031439545738104,0.9995211351606428,-0.09826732618587153,-0.10970397734243767,-1.2209871034094784,0.07128996752687153,-0.07447617826297845,-0.01451838339895878,-0.30511441765699215,-0.13835457865922035,-0.5262178924900328,-0.12498891050639699,2020-05-13
20,0.12344701302728726,0.5611342577779248,0.46098005592740676,-0.04847870138196428,0.43901085455612937,-0.5125094507016671,-0.31099184844317523,-0.25439224264912075,-0.12506778147988665,0.12424683353751498,0.2727895090704332,-0.3899292388063984,-0.43384207980837164,0.5247888249728029,-1.1068972114560418,0.8529961083829719,-0.23252557823377065,1.3299076737350208,0.20095878199800196,0.047778793084560976,0.45301158207917286,-0.45867244330788765,-0.14360050101903224,-0.6481951712670726,-0.29631079560914214,-0.4410423724560473,-0.5684852038948142,-0.492375370591888,0.3841446700259337,0.10052781880461441,-0.1623469063021659,0.6689556593396472,-0.2106423423090524,-0.21575211843310477,0.0022871477208035126,-0.2736222049270478,0.9363669234751674,-0.4153644459834109,0.040909889288700416,-0.45306864761395044,0.7029421575109307,-0.3960662582044932,-0.6065962373503996,0.27573729679920145,1.393012382458519,0.007635613948734651,-0.654181414943762,-0.8350009640932168,2020-05-14
